payment_id,customer_id,amount_paise,currency,failure_reason_raw,true_failure_category,failed_at,subscription_id,attempt_number,ground_truth_recovered
PAY00491,CUST0005,1999900,INR,Txn declined - low balance,insufficient_funds,2026-08-12T02:09:00,SUB0097,1,True
PAY00492,CUST0161,299900,INR,DO_NOT_HONOR,bank_declined,2026-08-06T19:07:00,,1,False
PAY00493,CUST0181,49900,INR,Incorrect CVV entered,invalid_cvv,2026-08-16T07:23:00,,1,True
PAY00494,CUST0056,1999900,INR,DO_NOT_HONOR,bank_declined,2026-08-02T06:58:00,SUB0124,1,True
PAY00495,CUST0232,299900,INR,DO_NOT_HONOR,bank_declined,2026-08-17T09:49:00,,1,True
PAY00496,CUST0026,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-07T23:02:00,,1,True
PAY00497,CUST0134,999900,INR,Txn declined - low balance,insufficient_funds,2026-08-20T02:21:00,SUB0134,1,True
PAY00498,CUST0197,999900,INR,Payment could not be processed,bank_declined,2026-08-07T10:12:00,SUB0082,1,True
PAY00499,CUST0198,99900,INR,Declined by issuing bank,bank_declined,2026-08-09T03:00:00,SUB0027,1,False
PAY00500,CUST0053,999900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-10T18:15:00,SUB0087,1,True
PAY00501,CUST0139,49900,INR,Unknown error occurred,bank_declined,2026-08-04T12:03:00,SUB0115,1,True
PAY00502,CUST0158,999900,INR,EXPIRED_CARD,card_expired,2026-08-18T02:59:00,SUB0034,1,False
PAY00503,CUST0024,299900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-10T21:41:00,SUB0060,1,True
PAY00504,CUST0243,299900,INR,Txn declined - low balance,insufficient_funds,2026-08-06T22:58:00,,1,True
PAY00505,CUST0226,49900,INR,Payment could not be processed,card_expired,2026-08-12T15:29:00,SUB0090,1,False
PAY00506,CUST0155,999900,INR,Declined by issuing bank,bank_declined,2026-08-04T10:35:00,,1,False
PAY00507,CUST0137,99900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-18T05:30:00,SUB0111,1,False
PAY00508,CUST0201,499900,INR,Unknown error occurred,other,2026-08-08T05:42:00,,1,False
PAY00509,CUST0183,499900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-15T10:35:00,SUB0079,1,True
PAY00510,CUST0245,1999900,INR,This card is no longer valid,card_expired,2026-08-20T12:20:00,,1,False
PAY00511,CUST0024,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-21T00:48:00,SUB0137,1,True
PAY00512,CUST0075,99900,INR,This card is no longer valid,card_expired,2026-08-11T09:36:00,,1,False
PAY00513,CUST0236,149900,INR,Payment could not be processed,other,2026-08-03T18:00:00,SUB0033,1,False
PAY00514,CUST0219,49900,INR,Txn declined - low balance,insufficient_funds,2026-08-01T22:35:00,SUB0073,1,False
PAY00515,CUST0222,299900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-21T10:45:00,SUB0140,1,True
PAY00516,CUST0055,499900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-13T11:53:00,SUB0033,1,True
PAY00517,CUST0035,299900,INR,Insufficient balance in account,insufficient_funds,2026-08-14T04:05:00,,1,True
PAY00518,CUST0221,299900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-17T13:35:00,SUB0058,1,False
PAY00519,CUST0048,1999900,INR,Declined by issuing bank,bank_declined,2026-08-08T22:32:00,,1,True
PAY00520,CUST0148,999900,INR,Card has expired,card_expired,2026-08-12T03:37:00,,1,False
PAY00521,CUST0037,1999900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-09T14:33:00,,1,True
PAY00522,CUST0023,499900,INR,Insufficient balance in account,insufficient_funds,2026-08-19T09:39:00,SUB0003,1,True
PAY00523,CUST0121,149900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-14T11:51:00,SUB0078,1,True
PAY00524,CUST0187,499900,INR,Payment could not be processed,network_error,2026-08-06T18:03:00,SUB0007,1,True
PAY00525,CUST0074,1999900,INR,DO_NOT_HONOR,bank_declined,2026-08-09T08:08:00,SUB0066,1,False
PAY00526,CUST0004,499900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-05T21:28:00,SUB0061,1,True
PAY00527,CUST0125,49900,INR,Insufficient balance in account,insufficient_funds,2026-08-05T19:59:00,,1,False
PAY00528,CUST0193,299900,INR,Payment could not be processed,other,2026-08-21T05:13:00,,1,False
PAY00529,CUST0014,299900,INR,Payment could not be processed,bank_declined,2026-08-16T09:30:00,,1,False
PAY00530,CUST0137,99900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-17T13:00:00,,1,True
PAY00531,CUST0098,49900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-04T17:40:00,,1,True
PAY00532,CUST0157,149900,INR,CVV verification failed,invalid_cvv,2026-08-04T08:41:00,SUB0062,1,True
PAY00533,CUST0188,999900,INR,Gateway timeout,network_error,2026-08-06T10:35:00,SUB0018,1,True
PAY00534,CUST0004,299900,INR,This card is no longer valid,card_expired,2026-08-12T07:46:00,SUB0007,1,True
PAY00535,CUST0159,999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-04T22:07:00,,1,True
PAY00536,CUST0097,999900,INR,DO_NOT_HONOR,bank_declined,2026-08-06T08:18:00,,1,True
PAY00537,CUST0164,999900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-11T08:10:00,SUB0016,1,False
PAY00538,CUST0098,1999900,INR,Card has expired,card_expired,2026-08-09T05:28:00,,1,True
PAY00539,CUST0052,49900,INR,DO_NOT_HONOR,bank_declined,2026-08-05T17:49:00,,1,True
PAY00540,CUST0028,49900,INR,CVV verification failed,invalid_cvv,2026-08-03T18:46:00,SUB0128,1,True
PAY00541,CUST0039,999900,INR,Declined by issuing bank,bank_declined,2026-08-13T08:09:00,,1,False
PAY00542,CUST0148,299900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-03T17:14:00,,1,True
PAY00543,CUST0210,149900,INR,Gateway timeout,network_error,2026-08-11T21:19:00,,1,True
PAY00544,CUST0246,149900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-03T14:48:00,,1,False
PAY00545,CUST0046,149900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-13T03:40:00,SUB0113,1,False
PAY00546,CUST0189,999900,INR,Insufficient balance in account,insufficient_funds,2026-08-19T07:31:00,,1,True
PAY00547,CUST0165,1999900,INR,This card is no longer valid,card_expired,2026-08-15T00:02:00,SUB0011,1,False
PAY00548,CUST0104,1999900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-18T04:47:00,,1,False
PAY00549,CUST0010,299900,INR,"Network error, please retry",network_error,2026-08-20T01:15:00,SUB0045,1,True
PAY00550,CUST0162,49900,INR,Txn declined - low balance,insufficient_funds,2026-08-15T19:10:00,SUB0028,1,False
PAY00551,CUST0030,299900,INR,Transaction failed,bank_declined,2026-08-11T23:43:00,SUB0148,1,False
PAY00552,CUST0140,499900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-06T10:04:00,SUB0107,1,True
PAY00553,CUST0044,99900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-19T01:08:00,,1,True
PAY00554,CUST0157,49900,INR,Payment could not be processed,card_expired,2026-08-01T00:11:00,,1,False
PAY00555,CUST0152,1999900,INR,CVV verification failed,invalid_cvv,2026-08-16T22:08:00,,1,True
PAY00556,CUST0134,499900,INR,DO_NOT_HONOR,bank_declined,2026-08-02T19:11:00,,1,False
PAY00557,CUST0023,49900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-18T07:12:00,SUB0025,1,True
PAY00558,CUST0159,299900,INR,This card is no longer valid,card_expired,2026-08-21T21:13:00,SUB0039,1,False
PAY00559,CUST0176,99900,INR,"Network error, please retry",network_error,2026-08-02T01:41:00,SUB0065,1,True
PAY00560,CUST0086,49900,INR,Unknown error occurred,bank_declined,2026-08-18T05:10:00,SUB0030,1,False
PAY00561,CUST0019,149900,INR,CVV verification failed,invalid_cvv,2026-08-14T06:47:00,SUB0029,1,True
PAY00562,CUST0084,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-07T12:57:00,SUB0125,1,True
PAY00563,CUST0014,499900,INR,Incorrect CVV entered,invalid_cvv,2026-08-15T05:24:00,SUB0050,1,True
PAY00564,CUST0162,99900,INR,EXPIRED_CARD,card_expired,2026-08-02T22:36:00,SUB0120,1,True
PAY00565,CUST0118,149900,INR,EXPIRED_CARD,card_expired,2026-08-20T05:50:00,,1,False
PAY00566,CUST0232,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-17T15:55:00,SUB0119,1,False
PAY00567,CUST0072,99900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-08T10:27:00,,1,True
PAY00568,CUST0152,299900,INR,Unknown error occurred,other,2026-08-02T01:30:00,SUB0109,1,False
PAY00569,CUST0136,299900,INR,This card is no longer valid,card_expired,2026-08-16T07:05:00,SUB0105,1,False
PAY00570,CUST0244,999900,INR,Txn declined - low balance,insufficient_funds,2026-08-03T00:30:00,SUB0118,1,True
PAY00571,CUST0220,299900,INR,Declined by issuing bank,bank_declined,2026-08-05T22:25:00,,1,True
PAY00572,CUST0161,49900,INR,Declined by issuing bank,bank_declined,2026-08-13T22:21:00,SUB0070,1,False
PAY00573,CUST0179,99900,INR,Unknown error occurred,other,2026-08-03T19:56:00,,1,False
PAY00574,CUST0132,49900,INR,Unknown error occurred,other,2026-08-04T12:23:00,SUB0094,1,False
PAY00575,CUST0045,1999900,INR,Declined by issuing bank,bank_declined,2026-08-07T04:21:00,SUB0123,1,True
PAY00576,CUST0189,999900,INR,Unknown error occurred,other,2026-08-07T23:48:00,SUB0069,1,True
PAY00577,CUST0129,149900,INR,Payment could not be processed,network_error,2026-08-15T15:32:00,SUB0137,1,True
PAY00578,CUST0174,149900,INR,"Network error, please retry",network_error,2026-08-03T06:57:00,SUB0101,1,False
PAY00579,CUST0230,149900,INR,Insufficient balance in account,insufficient_funds,2026-08-04T22:09:00,,1,True
PAY00580,CUST0134,999900,INR,Transaction failed,other,2026-08-18T04:30:00,SUB0006,1,False
PAY00581,CUST0075,99900,INR,Insufficient balance in account,insufficient_funds,2026-08-17T20:21:00,SUB0084,1,True
PAY00582,CUST0125,499900,INR,Issuer declined transaction (generic decline),bank_declined,2026-08-05T09:10:00,SUB0096,1,False
PAY00583,CUST0249,149900,INR,Insufficient balance in account,insufficient_funds,2026-08-15T05:39:00,,1,False
PAY00584,CUST0074,999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-05T05:15:00,,1,True
PAY00585,CUST0148,99900,INR,Txn declined - low balance,insufficient_funds,2026-08-18T22:02:00,,1,True
PAY00586,CUST0038,499900,INR,This card is no longer valid,card_expired,2026-08-10T03:58:00,,1,True
PAY00587,CUST0197,99900,INR,Your account has insufficient funds for this transaction,insufficient_funds,2026-08-01T23:34:00,SUB0076,1,False
PAY00588,CUST0122,999900,INR,Incorrect CVV entered,invalid_cvv,2026-08-15T10:44:00,SUB0011,1,True
PAY00589,CUST0036,299900,INR,Gateway timeout,network_error,2026-08-20T07:28:00,SUB0050,1,True
PAY00590,CUST0150,49900,INR,Bank declined the transaction. Contact your bank.,bank_declined,2026-08-18T14:43:00,SUB0132,1,False
PAY00591,CUST0101,499900,INR,Txn declined - low balance,insufficient_funds,2026-08-02T21:23:00,,1,True
PAY00592,CUST0110,149900,INR,Payment could not be processed,card_expired,2026-08-10T14:55:00,SUB0114,1,False
PAY00593,CUST0190,1999900,INR,Payment could not be processed,other,2026-08-14T23:57:00,,1,True
PAY00594,CUST0154,1999900,INR,INSUFFICIENT_FUNDS,insufficient_funds,2026-08-17T10:04:00,SUB0097,1,False
PAY00595,CUST0023,499900,INR,Txn declined - low balance,insufficient_funds,2026-08-15T22:36:00,SUB0048,1,False
PAY00596,CUST0214,1999900,INR,This card is no longer valid,card_expired,2026-08-10T18:19:00,,1,False
PAY00597,CUST0058,149900,INR,Insufficient balance in account,insufficient_funds,2026-08-21T20:30:00,,1,True
PAY00598,CUST0074,999900,INR,EXPIRED_CARD,card_expired,2026-08-08T00:07:00,SUB0018,1,False
PAY00599,CUST0154,299900,INR,TIMEOUT_ERROR - no response from processor,network_error,2026-08-09T20:43:00,,1,True
PAY00600,CUST0031,1999900,INR,This card is no longer valid,card_expired,2026-08-09T05:37:00,SUB0035,1,True
